Entity,Code,Year,Fossil fuels (TWh)
Africa,,1965,674.3027
Africa,,1966,703.2787
Africa,,1967,708.9625
Africa,,1968,743.4017
Africa,,1969,756.05774
Africa,,1970,810.0495
Africa,,1971,874.98303
Africa,,1972,919.5541
Africa,,1973,998.18195
Africa,,1974,1037.9644
Africa,,1975,1101.1235
Africa,,1976,1194.636
Africa,,1977,1255.0989
Africa,,1978,1307.3665
Africa,,1979,1427.0284
Africa,,1980,1547.7098
Africa,,1981,1748.1517
Africa,,1982,1873.1366
Africa,,1983,1949.0736
Africa,,1984,2004.5527
Africa,,1985,2073.1006
Africa,,1986,2107.2205
Africa,,1987,2193.7727
Africa,,1988,2334.8735
Africa,,1989,2331.0183
Africa,,1990,2418.7266
Africa,,1991,2404.103
Africa,,1992,2450.626
Africa,,1993,2464.4346
Africa,,1994,2548.1604
Africa,,1995,2650.4963
Africa,,1996,2713.391
Africa,,1997,2765.7678
Africa,,1998,2799.8843
Africa,,1999,2884.5903
Africa,,2000,2940.9392
Africa,,2001,3043.2266
Africa,,2002,3084.1934
Africa,,2003,3253.3699
Africa,,2004,3488.7405
Africa,,2005,3501.7732
Africa,,2006,3571.256
Africa,,2007,3706.4438
Africa,,2008,3940.738
Africa,,2009,4002.8389
Africa,,2010,4111.7866
Africa,,2011,4141.997
Africa,,2012,4312.0874
Africa,,2013,4421.3477
Africa,,2014,4529.4595
Africa,,2015,4643.5435
Africa,,2016,4767.709
Africa,,2017,4866.9014
Africa,,2018,4964.6523
Africa,,2019,5043.0825
Africa,,2020,4704.926
Africa,,2021,4996.0977
Africa (BP),,1965,674.3027
Africa (BP),,1966,703.2787
Africa (BP),,1967,708.9625
Africa (BP),,1968,743.40173
Africa (BP),,1969,756.0578
Africa (BP),,1970,810.0495
Africa (BP),,1971,874.98303
Africa (BP),,1972,919.5541
Africa (BP),,1973,998.18195
Africa (BP),,1974,1037.9644
Africa (BP),,1975,1101.1235
Africa (BP),,1976,1194.636
Africa (BP),,1977,1255.0989
Africa (BP),,1978,1307.3665
Africa (BP),,1979,1427.0284
Africa (BP),,1980,1547.7098
Africa (BP),,1981,1748.1519
Africa (BP),,1982,1873.1366
Africa (BP),,1983,1949.0735
Africa (BP),,1984,2004.5527
Africa (BP),,1985,2073.1006
Africa (BP),,1986,2107.2205
Africa (BP),,1987,2193.7727
Africa (BP),,1988,2334.8735
Africa (BP),,1989,2331.0183
Africa (BP),,1990,2418.7266
Africa (BP),,1991,2404.1028
Africa (BP),,1992,2450.626
Africa (BP),,1993,2464.4346
Africa (BP),,1994,2548.1604
Africa (BP),,1995,2650.4963
Africa (BP),,1996,2713.391
Africa (BP),,1997,2765.7676
Africa (BP),,1998,2799.8843
Africa (BP),,1999,2884.5903
Africa (BP),,2000,2940.9392
Africa (BP),,2001,3043.2266
Africa (BP),,2002,3084.1934
Africa (BP),,2003,3253.37
Africa (BP),,2004,3488.7407
Africa (BP),,2005,3501.7734
Africa (BP),,2006,3571.256
Africa (BP),,2007,3706.4436
Africa (BP),,2008,3940.7378
Africa (BP),,2009,4002.8389
Africa (BP),,2010,4111.7866
Africa (BP),,2011,4141.997
Africa (BP),,2012,4312.087
Africa (BP),,2013,4421.3477
Africa (BP),,2014,4529.4595
Africa (BP),,2015,4643.5435
Africa (BP),,2016,4767.709
Africa (BP),,2017,4866.9014
Africa (BP),,2018,4964.6523
Africa (BP),,2019,5043.0825
Africa (BP),,2020,4704.926
Africa (BP),,2021,4996.0977
Algeria,DZA,1965,23.64985
Algeria,DZA,1966,28.782795
Algeria,DZA,1967,27.035038
Algeria,DZA,1968,28.680202
Algeria,DZA,1969,32.471718
Algeria,DZA,1970,35.043846
Algeria,DZA,1971,38.75704
Algeria,DZA,1972,43.18414
Algeria,DZA,1973,51.027023
Algeria,DZA,1974,57.43931
Algeria,DZA,1975,69.39979
Algeria,DZA,1976,80.95184
Algeria,DZA,1977,89.417175
Algeria,DZA,1978,112.62222
Algeria,DZA,1979,147.67972
Algeria,DZA,1980,176.383
Algeria,DZA,1981,214.10391
Algeria,DZA,1982,246.69571
Algeria,DZA,1983,270.27176
Algeria,DZA,1984,258.85962
Algeria,DZA,1985,260.38635
Algeria,DZA,1986,276.75128
Algeria,DZA,1987,283.69257
Algeria,DZA,1988,304.88068
Algeria,DZA,1989,296.4
Algeria,DZA,1990,314.57452
Algeria,DZA,1991,311.22867
Algeria,DZA,1992,319.63843
Algeria,DZA,1993,296.95114
Algeria,DZA,1994,301.43024
Algeria,DZA,1995,312.57413
Algeria,DZA,1996,309.5255
Algeria,DZA,1997,297.638
Algeria,DZA,1998,307.71323
Algeria,DZA,1999,310.83392
Algeria,DZA,2000,299.78595
Algeria,DZA,2001,310.61023
Algeria,DZA,2002,321.78415
Algeria,DZA,2003,336.15356
Algeria,DZA,2004,349.0545
Algeria,DZA,2005,364.68146
Algeria,DZA,2006,378.6009
Algeria,DZA,2007,399.0007
Algeria,DZA,2008,422.76166
Algeria,DZA,2009,447.9042
Algeria,DZA,2010,438.48944
Algeria,DZA,2011,463.3955
Algeria,DZA,2012,506.53198
Algeria,DZA,2013,536.629
Algeria,DZA,2014,584.9252
Algeria,DZA,2015,616.9203
Algeria,DZA,2016,616.0962
Algeria,DZA,2017,622.2538
Algeria,DZA,2018,669.4301
Algeria,DZA,2019,692.8366
Algeria,DZA,2020,652.464
Algeria,DZA,2021,682.7948
Argentina,ARG,1965,324.89624
Argentina,ARG,1966,335.4955
Argentina,ARG,1967,345.2636
Argentina,ARG,1968,356.40128
Argentina,ARG,1969,368.92557
Argentina,ARG,1970,348.68903
Argentina,ARG,1971,369.96802
Argentina,ARG,1972,374.74854
Argentina,ARG,1973,387.44308
Argentina,ARG,1974,394.34756
Argentina,ARG,1975,380.30533
Argentina,ARG,1976,400.3521
Argentina,ARG,1977,419.52997
Argentina,ARG,1978,410.7586
Argentina,ARG,1979,435.2419
Argentina,ARG,1980,420.25177
Argentina,ARG,1981,406.31262
Argentina,ARG,1982,408.81967
Argentina,ARG,1983,421.58514
Argentina,ARG,1984,415.17654
Argentina,ARG,1985,403.81708
Argentina,ARG,1986,430.0708
Argentina,ARG,1987,448.33246
Argentina,ARG,1988,478.74557
Argentina,ARG,1989,467.7825
Argentina,ARG,1990,439.54608
Argentina,ARG,1991,451.96918
Argentina,ARG,1992,482.1176
Argentina,ARG,1993,485.23602
Argentina,ARG,1994,504.37842
Argentina,ARG,1995,529.4222
Argentina,ARG,1996,568.7478
Argentina,ARG,1997,558.9656
Argentina,ARG,1998,588.21924
Argentina,ARG,1999,611.54626
Argentina,ARG,2000,595.3777
Argentina,ARG,2001,553.8021
Argentina,ARG,2002,531.7772
Argentina,ARG,2003,579.3064
Argentina,ARG,2004,632.2975
Argentina,ARG,2005,670.60974
Argentina,ARG,2006,697.78064
Argentina,ARG,2007,755.2279
Argentina,ARG,2008,766.45496
Argentina,ARG,2009,731.0342
Argentina,ARG,2010,762.50415
Argentina,ARG,2011,793.0223
Argentina,ARG,2012,831.5676
Argentina,ARG,2013,858.9997
Argentina,ARG,2014,857.35706
Argentina,ARG,2015,869.64844
Argentina,ARG,2016,869.58295
Argentina,ARG,2017,866.4227
Argentina,ARG,2018,853.9412
Argentina,ARG,2019,798.43567
Argentina,ARG,2020,746.70483
Argentina,ARG,2021,818.20056
Asia,,1965,4931.344
Asia,,1966,5368.1387
Asia,,1967,5671.9272
Asia,,1968,6107.16
Asia,,1969,6985.2104
Asia,,1970,7954.4097
Asia,,1971,8727
Asia,,1972,9286.293
Asia,,1973,10143.764
Asia,,1974,10291.66
Asia,,1975,10629.582
Asia,,1976,11240.696
Asia,,1977,12061.867
Asia,,1978,12829.609
Asia,,1979,13499.39
Asia,,1980,13439.679
Asia,,1981,13579.965
Asia,,1982,13846.436
Asia,,1983,14547.781
Asia,,1984,15722.472
Asia,,1985,18350.469
Asia,,1986,19134.83
Asia,,1987,20168.525
Asia,,1988,21585.906
Asia,,1989,22651.145
Asia,,1990,23516.613
Asia,,1991,24450.379
Asia,,1992,25617.268
Asia,,1993,26534.965
Asia,,1994,27969.781
Asia,,1995,29065.166
Asia,,1996,30411.023
Asia,,1997,31292.389
Asia,,1998,31196.666
Asia,,1999,32323.133
Asia,,2000,33615.445
Asia,,2001,34747.945
Asia,,2002,36552.88
Asia,,2003,39780.02
Asia,,2004,43396.71
Asia,,2005,46756.418
Asia,,2006,49395.63
Asia,,2007,52638.24
Asia,,2008,54180.973
Asia,,2009,55469.316
Asia,,2010,58819.387
Asia,,2011,62319.47
Asia,,2012,64566.285
Asia,,2013,65907.23
Asia,,2014,67385.68
Asia,,2015,68363.08
Asia,,2016,69516.93
Asia,,2017,71324.49
Asia,,2018,73420.66
Asia,,2019,74479.29
Asia,,2020,72830.76
Asia,,2021,76744.69
Asia Pacific (BP),,1965,4769.231
Asia Pacific (BP),,1966,5196.5796
Asia Pacific (BP),,1967,5492.3184
Asia Pacific (BP),,1968,5907.353
Asia Pacific (BP),,1969,6759.129
Asia Pacific (BP),,1970,7725.746
Asia Pacific (BP),,1971,8453.043
Asia Pacific (BP),,1972,8971.075
Asia Pacific (BP),,1973,9762.99
Asia Pacific (BP),,1974,9890.896
Asia Pacific (BP),,1975,10226.458
Asia Pacific (BP),,1976,10731.43
Asia Pacific (BP),,1977,11425.768
Asia Pacific (BP),,1978,12136.521
Asia Pacific (BP),,1979,12631.827
Asia Pacific (BP),,1980,12614.728
Asia Pacific (BP),,1981,12641.374
Asia Pacific (BP),,1982,12721.054
Asia Pacific (BP),,1983,13206.967
Asia Pacific (BP),,1984,14149.164
Asia Pacific (BP),,1985,14742.993
Asia Pacific (BP),,1986,15345.163
Asia Pacific (BP),,1987,16190.953
Asia Pacific (BP),,1988,17439.223
Asia Pacific (BP),,1989,18340.932
Asia Pacific (BP),,1990,19099.305
Asia Pacific (BP),,1991,19976.22
Asia Pacific (BP),,1992,21002.928
Asia Pacific (BP),,1993,22013.219
Asia Pacific (BP),,1994,23248.89
Asia Pacific (BP),,1995,24336.041
Asia Pacific (BP),,1996,25582.158
Asia Pacific (BP),,1997,26352.559
Asia Pacific (BP),,1998,26148.719
Asia Pacific (BP),,1999,27211.768
Asia Pacific (BP),,2000,28257.861
Asia Pacific (BP),,2001,29144.48
Asia Pacific (BP),,2002,30663.756
Asia Pacific (BP),,2003,33601.16
Asia Pacific (BP),,2004,36724.7
Asia Pacific (BP),,2005,39699.406
Asia Pacific (BP),,2006,41992.83
Asia Pacific (BP),,2007,44759.094
Asia Pacific (BP),,2008,45763.355
Asia Pacific (BP),,2009,46859.14
Asia Pacific (BP),,2010,49651.34
Asia Pacific (BP),,2011,52579.273
Asia Pacific (BP),,2012,54360.24
Asia Pacific (BP),,2013,55516.406
Asia Pacific (BP),,2014,56539.242
Asia Pacific (BP),,2015,57220.26
Asia Pacific (BP),,2016,58033.406
Asia Pacific (BP),,2017,59525.715
Asia Pacific (BP),,2018,61325.96
Asia Pacific (BP),,2019,62380.73
Asia Pacific (BP),,2020,60972.39
Asia Pacific (BP),,2021,64258.6
Australia,AUS,1965,402.0766
Australia,AUS,1966,423.4757
Australia,AUS,1967,449.67706
Australia,AUS,1968,477.284
Australia,AUS,1969,495.8524
Australia,AUS,1970,539.1938
Australia,AUS,1971,563.9407
Australia,AUS,1972,591.03815
Australia,AUS,1973,631.9478
Australia,AUS,1974,669.50653
Australia,AUS,1975,678.3161
Australia,AUS,1976,705.69037
Australia,AUS,1977,744.5497
Australia,AUS,1978,766.5331
Australia,AUS,1979,797.8316
Australia,AUS,1980,803.1974
Australia,AUS,1981,815.5016
Australia,AUS,1982,810.5105
Australia,AUS,1983,783.71387
Australia,AUS,1984,812.199
Australia,AUS,1985,834.89233
Australia,AUS,1986,851.96246
Australia,AUS,1987,879.4256
Australia,AUS,1988,918.7304
Australia,AUS,1989,967.3501
Australia,AUS,1990,986.9913
Australia,AUS,1991,976.7057
Australia,AUS,1992,992.8748
Australia,AUS,1993,1013.4342
Australia,AUS,1994,1055.4196
Australia,AUS,1995,1105.3599
Australia,AUS,1996,1137.8003
Australia,AUS,1997,1166.8212
Australia,AUS,1998,1196.0067
Australia,AUS,1999,1245.3375
Australia,AUS,2000,1253.1943
Australia,AUS,2001,1264.4697
Australia,AUS,2002,1288.9951
Australia,AUS,2003,1306.2241
Australia,AUS,2004,1347.7528
Australia,AUS,2005,1349.514
Australia,AUS,2006,1408.5713
Australia,AUS,2007,1446.2709
Australia,AUS,2008,1475.3569
Australia,AUS,2009,1450.3665
Australia,AUS,2010,1443.7653
Australia,AUS,2011,1467.0598
Australia,AUS,2012,1445.4979
Australia,AUS,2013,1451.0181
Australia,AUS,2014,1469.526
Australia,AUS,2015,1498.9478
Australia,AUS,2016,1490.4941
Australia,AUS,2017,1492.2495
Australia,AUS,2018,1486.6746
Australia,AUS,2019,1529.8091
Australia,AUS,2020,1421.6489
Australia,AUS,2021,1383.3901
Austria,AUT,1965,141.94102
Austria,AUT,1966,147.07748
Austria,AUT,1967,148.03069
Austria,AUT,1968,160.46872
Austria,AUT,1969,172.49155
Austria,AUT,1970,191.19582
Austria,AUT,1971,203.34729
Austria,AUT,1972,210.70651
Austria,AUT,1973,224.70874
Austria,AUT,1974,215.80243
Austria,AUT,1975,210.70143
Austria,AUT,1976,230.08144
Austria,AUT,1977,217.90715
Austria,AUT,1978,230.44014
Austria,AUT,1979,239.13522
Austria,AUT,1980,234.79614
Austria,AUT,1981,220.305
Austria,AUT,1982,209.96161
Austria,AUT,1983,209.99268
Austria,AUT,1984,218.07474
Austria,AUT,1985,221.79253
Austria,AUT,1986,220.94206
Austria,AUT,1987,226.48557
Austria,AUT,1988,221.39688
Austria,AUT,1989,223.71007
Austria,AUT,1990,238.27515
Austria,AUT,1991,254.5411
Austria,AUT,1992,238.59116
Austria,AUT,1993,239.1346
Austria,AUT,1994,240.44193
Austria,AUT,1995,251.3576
Austria,AUT,1996,261.1073
Austria,AUT,1997,262.82513
Austria,AUT,1998,265.214
Austria,AUT,1999,264.14883
Austria,AUT,2000,262.4335
Austria,AUT,2001,280.44867
Austria,AUT,2002,282.88486
Austria,AUT,2003,307.11383
Austria,AUT,2004,302.39697
Austria,AUT,2005,306.34137
Austria,AUT,2006,300.43958
Austria,AUT,2007,284.2265
Austria,AUT,2008,288.2122
Austria,AUT,2009,267.15955
Austria,AUT,2010,287.3066
Austria,AUT,2011,272.51227
Austria,AUT,2012,265.33167
Austria,AUT,2013,266.24954
Austria,AUT,2014,250.16219
Austria,AUT,2015,257.07706
Austria,AUT,2016,262.87518
Austria,AUT,2017,273.5347
Austria,AUT,2018,266.84607
Austria,AUT,2019,275.724
Austria,AUT,2020,247.15527
Austria,AUT,2021,257.4906
Azerbaijan,AZE,1985,231.06927
Azerbaijan,AZE,1986,250.45602
Azerbaijan,AZE,1987,242.64438
Azerbaijan,AZE,1988,243.13956
Azerbaijan,AZE,1989,247.98708
Azerbaijan,AZE,1990,255.64853
Azerbaijan,AZE,1991,245.14902
Azerbaijan,AZE,1992,209.22707
Azerbaijan,AZE,1993,178.80655
Azerbaijan,AZE,1994,165.4534
Azerbaijan,AZE,1995,156.04692
Azerbaijan,AZE,1996,127.195816
Azerbaijan,AZE,1997,121.09227
Azerbaijan,AZE,1998,120.87608
Azerbaijan,AZE,1999,121.6434
Azerbaijan,AZE,2000,127.094955
Azerbaijan,AZE,2001,123.08163
Azerbaijan,AZE,2002,119.53395
Azerbaijan,AZE,2003,128.55928
Azerbaijan,AZE,2004,145.95897
Azerbaijan,AZE,2005,158.22023
Azerbaijan,AZE,2006,156.92683
Azerbaijan,AZE,2007,141.76187
Azerbaijan,AZE,2008,143.60641
Azerbaijan,AZE,2009,126.01282
Azerbaijan,AZE,2010,121.28117
Azerbaijan,AZE,2011,137.98419
Azerbaijan,AZE,2012,144.61877
Azerbaijan,AZE,2013,149.52165
Azerbaijan,AZE,2014,152.8601
Azerbaijan,AZE,2015,166.60326
Azerbaijan,AZE,2016,164.05579
Azerbaijan,AZE,2017,161.40248
Azerbaijan,AZE,2018,166.0417
Azerbaijan,AZE,2019,175.82388
Azerbaijan,AZE,2020,173.87955
Azerbaijan,AZE,2021,179.21237
Bangladesh,BGD,1971,12.889405
Bangladesh,BGD,1972,14.673129
Bangladesh,BGD,1973,18.50149
Bangladesh,BGD,1974,20.028002
Bangladesh,BGD,1975,20.041862
Bangladesh,BGD,1976,23.432259
Bangladesh,BGD,1977,24.146008
Bangladesh,BGD,1978,25.527687
Bangladesh,BGD,1979,28.059143
Bangladesh,BGD,1980,33.02646
Bangladesh,BGD,1981,34.991577
Bangladesh,BGD,1982,39.09484
Bangladesh,BGD,1983,38.232666
Bangladesh,BGD,1984,40.7901
Bangladesh,BGD,1985,46.088886
Bangladesh,BGD,1986,51.20593
Bangladesh,BGD,1987,56.455784
Bangladesh,BGD,1988,62.580406
Bangladesh,BGD,1989,66.893814
Bangladesh,BGD,1990,71.242424
Bangladesh,BGD,1991,68.77666
Bangladesh,BGD,1992,75.35679
Bangladesh,BGD,1993,83.6379
Bangladesh,BGD,1994,88.1855
Bangladesh,BGD,1995,106.00862
Bangladesh,BGD,1996,110.01724
Bangladesh,BGD,1997,115.764725
Bangladesh,BGD,1998,123.00139
Bangladesh,BGD,1999,124.522194
Bangladesh,BGD,2000,133.90604
Bangladesh,BGD,2001,152.66776
Bangladesh,BGD,2002,158.32492
Bangladesh,BGD,2003,167.94385
Bangladesh,BGD,2004,173.80067
Bangladesh,BGD,2005,187.60443
Bangladesh,BGD,2006,203.44052
Bangladesh,BGD,2007,208.27457
Bangladesh,BGD,2008,219.9329
Bangladesh,BGD,2009,243.41373
Bangladesh,BGD,2010,248.37393
Bangladesh,BGD,2011,269.67944
Bangladesh,BGD,2012,289.05835
Bangladesh,BGD,2013,297.95532
Bangladesh,BGD,2014,310.5683
Bangladesh,BGD,2015,360.55832
Bangladesh,BGD,2016,366.6845
Bangladesh,BGD,2017,380.71283
Bangladesh,BGD,2018,403.8499
Bangladesh,BGD,2019,449.5297
Bangladesh,BGD,2020,435.9186
Bangladesh,BGD,2021,456.36777
Belarus,BLR,1985,407.98453
Belarus,BLR,1986,465.7792
Belarus,BLR,1987,472.56018
Belarus,BLR,1988,479.34583
Belarus,BLR,1989,463.6015
Belarus,BLR,1990,465.91333
Belarus,BLR,1991,464.85297
Belarus,BLR,1992,403.1054
Belarus,BLR,1993,337.056
Belarus,BLR,1994,281.75735
Belarus,BLR,1995,250.64694
Belarus,BLR,1996,257.09088
Belarus,BLR,1997,260.03897
Belarus,BLR,1998,254.26794
Belarus,BLR,1999,247.36047
Belarus,BLR,2000,254.98041
Belarus,BLR,2001,247.87195
Belarus,BLR,2002,256.4415
Belarus,BLR,2003,254.50519
Belarus,BLR,2004,284.98264
Belarus,BLR,2005,284.04437
Belarus,BLR,2006,302.03766
Belarus,BLR,2007,294.6274
Belarus,BLR,2008,298.36
Belarus,BLR,2009,282.00616
Belarus,BLR,2010,305.46198
Belarus,BLR,2011,299.9841
Belarus,BLR,2012,324.44122
Belarus,BLR,2013,293.89456
Belarus,BLR,2014,294.04642
Belarus,BLR,2015,266.07587
Belarus,BLR,2016,271.6911
Belarus,BLR,2017,275.74936
Belarus,BLR,2018,305.3295
Belarus,BLR,2019,306.4762
Belarus,BLR,2020,282.93427
Belarus,BLR,2021,289.54388
Belgium,BEL,1965,412.1369
Belgium,BEL,1966,396.9578
Belgium,BEL,1967,416.6844
Belgium,BEL,1968,464.5224
Belgium,BEL,1969,510.0323
Belgium,BEL,1970,538.7019
Belgium,BEL,1971,528.9381
Belgium,BEL,1972,562.1694
Belgium,BEL,1973,569.2344
Belgium,BEL,1974,549.3082
Belgium,BEL,1975,497.96344
Belgium,BEL,1976,520.5978
Belgium,BEL,1977,515.2745
Belgium,BEL,1978,537.71906
Belgium,BEL,1979,557.2579
Belgium,BEL,1980,528.7186
Belgium,BEL,1981,499.75403
Belgium,BEL,1982,469.30164
Belgium,BEL,1983,429.50436
Belgium,BEL,1984,441.6411
Belgium,BEL,1985,445.16956
Belgium,BEL,1986,448.54868
Belgium,BEL,1987,457.85803
Belgium,BEL,1988,466.24158
Belgium,BEL,1989,476.0843
Belgium,BEL,1990,498.42084
Belgium,BEL,1991,519.6058
Belgium,BEL,1992,516.315
Belgium,BEL,1993,510.65756
Belgium,BEL,1994,546.805
Belgium,BEL,1995,552.72076
Belgium,BEL,1996,589.1822
Belgium,BEL,1997,584.93756
Belgium,BEL,1998,602.0638
Belgium,BEL,1999,588.42444
Belgium,BEL,2000,603.48157
Belgium,BEL,2001,602.8867
Belgium,BEL,2002,597.305
Belgium,BEL,2003,626.1305
Belgium,BEL,2004,629.1559
Belgium,BEL,2005,618.7869
Belgium,BEL,2006,621.7085
Belgium,BEL,2007,621.80615
Belgium,BEL,2008,639.172
Belgium,BEL,2009,580.6317
Belgium,BEL,2010,621.57776
Belgium,BEL,2011,565.70465
Belgium,BEL,2012,551.7715
Belgium,BEL,2013,562.14954
Belgium,BEL,2014,534.18896
Belgium,BEL,2015,558.7716
Belgium,BEL,2016,565.63007
Belgium,BEL,2017,573.1581
Belgium,BEL,2018,599.5314
Belgium,BEL,2019,579.56396
Belgium,BEL,2020,517.8989
Belgium,BEL,2021,559.5573
Brazil,BRA,1965,198.42204
Brazil,BRA,1966,216.26239
Brazil,BRA,1967,223.26753
Brazil,BRA,1968,263.15
Brazil,BRA,1969,289.1421
Brazil,BRA,1970,327.37402
Brazil,BRA,1971,358.40475
Brazil,BRA,1972,409.76764
Brazil,BRA,1973,496.8574
Brazil,BRA,1974,537.0143
Brazil,BRA,1975,559.4674
Brazil,BRA,1976,604.907
Brazil,BRA,1977,629.5378
Brazil,BRA,1978,689.3279
Brazil,BRA,1979,726.7657
Brazil,BRA,1980,711.46295
Brazil,BRA,1981,679.8899
Brazil,BRA,1982,695.9001
Brazil,BRA,1983,678.35913
Brazil,BRA,1984,707.1066
Brazil,BRA,1985,738.99994
Brazil,BRA,1986,806.95935
Brazil,BRA,1987,835.07715
Brazil,BRA,1988,849.89874
Brazil,BRA,1989,855.0307
Brazil,BRA,1990,829.6463
Brazil,BRA,1991,854.97504
Brazil,BRA,1992,909.9147
Brazil,BRA,1993,950.1196
Brazil,BRA,1994,1010.0506
Brazil,BRA,1995,1057.7787
Brazil,BRA,1996,1122.8557
Brazil,BRA,1997,1197.9347
Brazil,BRA,1998,1240.1073
Brazil,BRA,1999,1269.9172
Brazil,BRA,2000,1283.6075
Brazil,BRA,2001,1324.1947
Brazil,BRA,2002,1322.4099
Brazil,BRA,2003,1313.6064
Brazil,BRA,2004,1383.3146
Brazil,BRA,2005,1407.3135
Brazil,BRA,2006,1436.2156
Brazil,BRA,2007,1494.0883
Brazil,BRA,2008,1583.0702
Brazil,BRA,2009,1492.9707
Brazil,BRA,2010,1708.7803
Brazil,BRA,2011,1796.5085
Brazil,BRA,2012,1892.3752
Brazil,BRA,2013,2038.0793
Brazil,BRA,2014,2122.1887
Brazil,BRA,2015,2007.344
Brazil,BRA,2016,1860.3951
Brazil,BRA,2017,1890.4922
Brazil,BRA,2018,1802.8438
Brazil,BRA,2019,1797.0076
Brazil,BRA,2020,1648.9832
Brazil,BRA,2021,1840.2488
Bulgaria,BGR,1965,114.011665
Bulgaria,BGR,1966,122.62188
Bulgaria,BGR,1967,143.3616
Bulgaria,BGR,1968,163.07874
Bulgaria,BGR,1969,180.62979
Bulgaria,BGR,1970,202.99504
Bulgaria,BGR,1971,211.58032
Bulgaria,BGR,1972,218.12337
Bulgaria,BGR,1973,225.47414
Bulgaria,BGR,1974,231.24681
Bulgaria,BGR,1975,250.81227
Bulgaria,BGR,1976,258.11252
Bulgaria,BGR,1977,268.9954
Bulgaria,BGR,1978,281.25052
Bulgaria,BGR,1979,290.9273
Bulgaria,BGR,1980,307.51938
Bulgaria,BGR,1981,294.46066
Bulgaria,BGR,1982,299.615
Bulgaria,BGR,1983,296.56033
Bulgaria,BGR,1984,293.67322
Bulgaria,BGR,1985,293.00446
Bulgaria,BGR,1986,302.50763
Bulgaria,BGR,1987,303.50546
Bulgaria,BGR,1988,301.20682
Bulgaria,BGR,1989,301.9995
Bulgaria,BGR,1990,277.27142
Bulgaria,BGR,1991,217.64864
Bulgaria,BGR,1992,207.35837
Bulgaria,BGR,1993,216.78735
Bulgaria,BGR,1994,204.56996
Bulgaria,BGR,1995,215.83942
Bulgaria,BGR,1996,210.63702
Bulgaria,BGR,1997,197.97133
Bulgaria,BGR,1998,188.99002
Bulgaria,BGR,1999,161.98746
Bulgaria,BGR,2000,157.97147
Bulgaria,BGR,2001,164.49355
Bulgaria,BGR,2002,156.38051
Bulgaria,BGR,2003,170.71962
Bulgaria,BGR,2004,164.73555
Bulgaria,BGR,2005,174.81247
Bulgaria,BGR,2006,177.73166
Bulgaria,BGR,2007,187.28653
Bulgaria,BGR,2008,180.61937
Bulgaria,BGR,2009,151.24356
Bulgaria,BGR,2010,154.24762
Bulgaria,BGR,2011,170.06169
Bulgaria,BGR,2012,155.89844
Bulgaria,BGR,2013,140.07574
Bulgaria,BGR,2014,148.1321
Bulgaria,BGR,2015,158.93459
Bulgaria,BGR,2016,150.6402
Bulgaria,BGR,2017,158.77902
Bulgaria,BGR,2018,149.13838
Bulgaria,BGR,2019,145.2958
Bulgaria,BGR,2020,129.24985
Bulgaria,BGR,2021,148.15956
CIS (BP),,1965,6670.796
CIS (BP),,1966,7078.841
CIS (BP),,1967,7462.6885
CIS (BP),,1968,7703.6904
CIS (BP),,1969,8023.5205
CIS (BP),,1970,8429.683
CIS (BP),,1971,8854.193
CIS (BP),,1972,9325.471
CIS (BP),,1973,9807.643
CIS (BP),,1974,10323.314
CIS (BP),,1975,10852.624
CIS (BP),,1976,11237.641
CIS (BP),,1977,11694.834
CIS (BP),,1978,12155.222
CIS (BP),,1979,12478.68
CIS (BP),,1980,12697.965
CIS (BP),,1981,12938.9375
CIS (BP),,1982,13279.264
CIS (BP),,1983,13527.699
CIS (BP),,1984,13912.219
CIS (BP),,1985,11114.398
CIS (BP),,1986,11372.809
CIS (BP),,1987,11675.376
CIS (BP),,1988,11882.878
CIS (BP),,1989,11922.723
CIS (BP),,1990,11786.83
CIS (BP),,1991,11560.322
CIS (BP),,1992,10981.137
CIS (BP),,1993,10073.508
CIS (BP),,1994,9151.474
CIS (BP),,1995,8564.614
CIS (BP),,1996,8284.941
CIS (BP),,1997,7771.944
CIS (BP),,1998,7767.2827
CIS (BP),,1999,7811.2847
CIS (BP),,2000,7858.4873
CIS (BP),,2001,8000.244
CIS (BP),,2002,7998.3633
CIS (BP),,2003,8190.2915
CIS (BP),,2004,8306.396
CIS (BP),,2005,8328.883
CIS (BP),,2006,8675.051
CIS (BP),,2007,8779.711
CIS (BP),,2008,8833.929
CIS (BP),,2009,8396.738
CIS (BP),,2010,8772.447
CIS (BP),,2011,9209.719
CIS (BP),,2012,9304.116
CIS (BP),,2013,9111.844
CIS (BP),,2014,9189.318
CIS (BP),,2015,9011.91
CIS (BP),,2016,9128.751
CIS (BP),,2017,9215.149
CIS (BP),,2018,9684.197
CIS (BP),,2019,9629.224
CIS (BP),,2020,9141.771
CIS (BP),,2021,9898.156
Canada,CAN,1965,1039.488
Canada,CAN,1966,1090.9375
Canada,CAN,1967,1149.8456
Canada,CAN,1968,1240.2434
Canada,CAN,1969,1298.4119
Canada,CAN,1970,1398.0114
Canada,CAN,1971,1434.6423
Canada,CAN,1972,1516.7059
Canada,CAN,1973,1633.6702
Canada,CAN,1974,1658.759
Canada,CAN,1975,1654.5682
Canada,CAN,1976,1716.3948
Canada,CAN,1977,1806.4119
Canada,CAN,1978,1796.423
Canada,CAN,1979,1833.9663
Canada,CAN,1980,1856.9852
